Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.9689565125633689,0.9996553659439087,515.8366982677903,274.93789501404495,0.9998929500579834,575.3999151451311,221.96292720037454,0.9996912479400635,473.9878862359551,228.5251345973783,0.9991419315338135,620.1681735720974,265.3255391210206,0.9994089007377625,433.7220564138577,280.9903697038858,0.9862897396087646,677.5539852528091,539.3096763810862,0.9913133382797241,356.4359492041199,539.2555814021536,0.9960679411888123,765.0124356273409,835.9873156601124,0.9957752227783203,297.56488471441946,834.1987066947565,0.9957218766212463,723.3686651451312,688.8688699672285,0.9949712753295898,289.8724982443821,748.0230278558053,0.8448655605316162,647.9760650749065,1121.9034556413858,0.8525769710540771,420.04469510767797,1108.7550474016855,0.9670770168304443,606.1952832397003,1500.6898115636704,0.9570061564445496,434.3273057116105,1535.237739934457,0.9548006653785706,625.0328446863296,1857.1068878745318,0.9380045533180237,436.4828388342697,1862.827422752809
1,0.9706703424453735,0.999575138092041,522.0305184925094,269.99729342228466,0.9998517036437988,549.7227586610487,217.39052990402624,0.9998409748077393,477.25267731741576,224.7381568937266,0.999158501625061,620.7778850655432,268.1729868913858,0.9993307590484619,434.31465063202245,277.9072119323502,0.9958065152168274,686.4604547050562,533.4193220388577,0.9950650334358215,359.3548103932585,533.3156674274345,0.997718334197998,771.8169183052435,834.6387816011236,0.9983351230621338,295.23386294475654,833.5669036750936,0.9982023239135742,721.480790613296,683.5456899578652,0.9970279932022095,298.8905957397004,749.0630852059925,0.8105036020278931,651.0578329822097,1121.1472231975656,0.8720018863677979,421.15212429775283,1100.5609930945693,0.9791327714920044,604.4981127106741,1508.0258075842696,0.9400724768638611,441.3078622425094,1534.852820692884,0.9614025950431824,627.5303575608614,1854.8067357209738,0.9583700895309448,436.5150251638577,1851.8609550561798
2,0.960667164886699,0.9996715784072876,524.106097846442,265.66464770599254,0.9999000430107117,552.7493709035581,214.6436095505618,0.9998718500137329,477.996327832397,222.92937660931648,0.999292254447937,621.3455348782772,266.06953710205994,0.9993789196014404,433.995859667603,275.77887260065546,0.9969931840896606,693.9930067883895,531.3251258192884,0.9937064051628113,363.13275397940083,530.9241499882959,0.9975590109825134,772.2341701779026,833.5574672284645,0.9981905817985535,303.0337810159176,831.0557116104869,0.9963769912719727,724.3244528323971,681.5023700842697,0.995851457118988,296.27538330992513,749.4332279962547,0.7889004349708557,651.590150983146,1109.0894926264045,0.6871793270111084,411.41415028089887,1127.2243679775281,0.9813854098320007,613.2103669241574,1500.9237476591761,0.968667209148407,438.6436388108615,1533.282127808989,0.9646614789962769,628.2758368445693,1855.73048338015,0.9637556672096252,434.6686271067416,1852.1765273876406
3,0.9712422384935266,0.9996885061264038,523.8814518960675,265.0185620025749,0.9998859763145447,552.5094364466293,212.67649446980337,0.9998444318771362,477.45281776685397,220.81541139981275,0.9993335604667664,622.2562617041199,264.2753321044008,0.9993369579315186,433.35922869850185,272.8662658005618,0.9958109855651855,696.0388869382023,530.199372366573,0.9904050827026367,361.91420880149815,531.971485838015,0.9982258081436157,777.3166110720974,828.7111569522472,0.9952074289321899,281.99906367041206,827.7092842930712,0.9979598522186279,722.6179921582398,682.2710381554307,0.9986279606819153,312.0879418305244,742.119762406367,0.8624839782714844,647.2269282537454,1120.7023203417602,0.801993727684021,423.2934661750936,1112.649154377341,0.9817460179328918,612.5867567883895,1497.7536867977528,0.9709024429321289,432.71082045880155,1529.7400222378278,0.9623945951461792,628.1349485018727,1854.82736423221,0.9572707414627075,454.23228288857683,1840.5717462546818
4,0.9680520155850578,0.9997128844261169,523.5991631554307,264.72389249765916,0.999885618686676,552.9252984550562,211.79122410463484,0.9998207688331604,477.1164706226592,220.26133105102997,0.9994000196456909,621.0983584971912,263.9683732736423,0.9993214011192322,433.45725070224717,272.50184705641385,0.9945091009140015,683.2449672284645,527.8353230337079,0.9896334409713745,367.7830202481274,531.8899593281835,0.998525857925415,783.3500117041199,830.1997746956929,0.9977666139602661,293.99183637640454,826.2762611189139,0.9976772665977478,708.3124853698503,687.8332016619851,0.9983435869216919,293.8903031367041,728.823516502809,0.8248938322067261,657.1687734082398,1127.0676790730338,0.8145650625228882,420.36224250936334,1107.9011587078653,0.9632995128631592,611.166169241573,1500.2251580056181,0.9568783044815063,439.0614758895132,1526.6804190074906,0.9550325274467468,626.905942766854,1855.8596676029963,0.967618465423584,454.99465999531833,1838.4910463483147
5,0.9592080922687755,0.9997268319129944,522.7234023876405,265.8751572741105,0.9998661875724792,558.6750204822098,214.39334255032773,0.9998703002929688,476.11408590823976,221.53203271301498,0.9993319511413574,621.3128364934457,263.77916886118913,0.9993898868560791,431.47303663389516,273.5545960615637,0.992388904094696,688.0195166198503,525.7309222846442,0.9873831272125244,367.8317386470038,530.8751755617977,0.9982669949531555,779.6206402153559,827.381642088015,0.990911602973938,294.5940133426966,832.6406688904494,0.9981809258460999,714.8812031835207,704.4537102059925,0.9976173639297485,273.22982502340824,702.9063524110487,0.8724477291107178,651.8362301029963,1123.0879857209738,0.6255584955215454,416.58854166666674,1115.3968428136704,0.9746982455253601,611.2835030430713,1507.3737418071162,0.9580355882644653,439.30440952715355,1528.4597378277153,0.9448702335357666,625.1343779260301,1859.183198735955,0.9679931998252869,451.3079353932585,1830.8182642790264
6,0.9671754591605243,0.999681830406189,522.4817123127341,267.0549691303839,0.9998449683189392,579.0516005383895,216.11682906132958,0.9998434782028198,476.1299596207865,221.98554906952248,0.9992665648460388,621.6787365402622,263.08886352996257,0.9994195699691772,432.62472202715355,275.3091716409176,0.9887040853500366,702.173528206929,529.2986671933521,0.9834722280502319,368.28841877340824,530.1392790262172,0.998464822769165,776.9521740402622,831.7213102762173,0.9874362945556641,287.83407947097385,832.9769428838952,0.9954015016555786,698.6785317181648,713.3347231975656,0.9920922517776489,295.18521769662925,685.381408005618,0.8817453384399414,648.3271886704119,1117.3830319522472,0.7396158576011658,412.2185890683521,1105.4886470037454,0.9802061319351196,610.6666959269664,1501.6097553838952,0.9625213146209717,435.5557262406368,1530.8609843164795,0.9613519906997681,624.5494645365168,1858.893521769663,0.9729145765304565,451.7450111189139,1833.6800678838952
7,0.9601047249401317,0.9996991157531738,520.5426322565544,267.7575089243914,0.9998341798782349,578.4871693586142,216.41116938787454,0.9998444318771362,476.29089126872657,221.851134568118,0.9992807507514954,620.2793627106741,262.3735223548689,0.9994043707847595,432.9546319054307,274.8533693235019,0.984259843826294,711.2380032771537,533.4981785463483,0.9822008609771729,370.7899549391386,531.0411546114233,0.9981480836868286,776.9017731741574,830.3011616338952,0.9806619882583618,317.1792339653558,832.4598402387641,0.9993546009063721,713.9818878745318,735.8291637406368,0.9967342615127563,276.08621547284645,676.3279055477528,0.7823300361633301,646.3426819990636,1118.1536019428838,0.7344605922698975,414.7922518726592,1074.9566947565543,0.980600118637085,602.9519253277153,1502.6133836610488,0.9578930139541626,435.1103844803371,1539.8601357677903,0.9675451517105103,623.4773671582398,1857.27030664794,0.959528923034668,451.5397501170412,1838.7517556179776
8,0.9566641660297618,0.9997095465660095,519.6182262406368,267.4206314372659,0.9998522996902466,577.8751901919476,216.4448918831929,0.999833345413208,474.8330699906368,222.4625468164794,0.999320924282074,619.9979517790262,261.86912965238764,0.9994646310806274,432.57468691479403,275.2193425210674,0.9882391691207886,711.0600275046818,530.1541286282771,0.9850138425827026,366.093676849251,529.7951047518727,0.9958040118217468,775.5327569054307,827.2424362125469,0.9856931567192078,314.0030284410112,830.0889513108615,0.997222900390625,708.9069815074906,745.8051702949439,0.9970922470092773,271.4010562968165,675.3758485486892,0.7978693246841431,658.2361891385767,1103.7170090121724,0.6442268490791321,395.2821424391386,1095.7027592462548,0.9752668142318726,603.875160931648,1503.0329763576779,0.9500316381454468,432.74863939606746,1531.7600070224719,0.9747837781906128,624.2733204588014,1857.5454997659176,0.97386634349823,452.2332192181648,1837.6145540730338
9,0.9550741595380446,0.999720573425293,519.5534146769663,264.97772559691015,0.9998732805252075,576.8155284410112,214.43538594335206,0.999823808670044,474.5299332865169,220.1635467872191,0.999435544013977,621.5407742275281,260.5001499590356,0.9994936585426331,432.09891444288394,272.08525354049624,0.9886577725410461,709.5633631788389,530.6112110838015,0.9854730367660522,366.73491631554305,529.4741924157304,0.9966094493865967,772.7645131086142,826.9814343398876,0.9866572618484497,308.900397940075,828.3075111189139,0.9974757432937622,709.1659351591761,747.808988764045,0.9967304468154907,276.11788974719104,676.3433403558053,0.844468355178833,639.1987798455057,1113.4542515215355,0.5692558288574219,393.96491690074913,1095.020774812734,0.984699010848999,604.965472846442,1501.3528499531835,0.9414994120597839,425.3890888342697,1530.4533883426966,0.9722037315368652,624.0573062968165,1858.7009889981275,0.9741837978363037,453.294929190075,1834.4831168071162
