Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
68,0.7558374737992006,0.9997769594192505,535.5246371722847,414.806406542603,0.9999881982803345,581.3908151919476,371.0815338249064,0.9998470544815063,483.51028499531833,378.2815791783708,0.9993267059326172,647.7893112125469,421.49681062734084,0.9990530014038086,442.67563494850185,439.3952261821161,0.9778655767440796,755.7350918773409,762.1591175093633,0.9294867515563965,320.64145891853934,748.3947068117977,0.9986627101898193,900.8342111423221,1164.7240753745318,0.996787428855896,178.10331080290268,1106.9430301966293,0.9976809620857239,925.6602586610488,934.4618299391386,0.9978317022323608,67.92175064372663,947.8245698735956,0.7828742861747742,651.9410551264045,1551.6126814138577,0.8216333389282227,339.12833567415737,1480.3205465823971,0.17441540956497192,684.256642088015,1910.8113881086142,0.12289145588874817,370.4097904962547,1964.1660814606741,0.03322157263755798,777.7907742275281,1429.51954588015,0.017893940210342407,737.1258339185395,1755.8952188670412
69,0.7566656452767989,0.9997925162315369,535.0439636001873,415.52785580524346,0.9999889135360718,580.7290203651686,371.05794270833337,0.9998223185539246,482.41792485955057,379.4835557116105,0.9993488788604736,648.0522881554307,421.20940133426967,0.9991060495376587,442.6319639513109,440.02867509363296,0.9819034337997437,763.8159088249065,759.6544358614233,0.9419466257095337,307.94395189606746,757.0711171582398,0.9956235885620117,882.3662804307116,1163.9031045177903,0.9930416941642761,163.23977352528095,1104.9067327949438,0.9959518909454346,908.019224016854,994.6519487359551,0.9921618103981018,58.038023759363284,913.7843077013109,0.8059427738189697,652.599777621723,1525.23203417603,0.8149653673171997,342.5927551498128,1479.6200550093633,0.14340046048164368,683.0898144897003,1912.823911516854,0.13648781180381775,369.5439782303371,1962.0103288857679,0.04324793815612793,784.9239232209738,1591.935715121723,0.020583897829055786,786.6908064138577,1593.2865168539327
70,0.762940937981886,0.9998018145561218,533.8306121254682,416.79084006320227,0.9999872446060181,579.202656835206,371.0501155781835,0.9998007416725159,481.5660112359551,380.57233146067415,0.9993265271186829,648.8885475187267,420.62313465589887,0.9988616108894348,444.7323414091761,442.11522705992513,0.9888767004013062,771.9207192181648,759.9812734082398,0.9214930534362793,305.67313319288394,753.7814548220974,0.9932699203491211,863.2315074906367,1192.0246664325844,0.9919984340667725,186.26751960440072,1089.2058754681648,0.9916832447052002,895.5208333333335,1038.0976416198503,0.9819682836532593,42.87178868211612,876.8937265917604,0.8315446972846985,648.7696044007491,1529.927434456929,0.8198491930961609,344.47689899344573,1479.5824555243446,0.11481329798698425,681.42578125,1917.5119967228466,0.16676783561706543,367.287423923221,1957.4790788857679,0.09796589612960815,783.9706226591761,1611.6896360018727,0.07198745012283325,786.4877399344571,1612.8218632958801
71,0.7865824015701518,0.9998077154159546,533.0761352996255,416.4306823501873,0.9999871253967285,578.4425474016854,370.4528031367041,0.9997907876968384,481.2329558754682,380.7970505617978,0.9993925094604492,649.8729371488764,419.31699145599254,0.9988486170768738,445.05230278558054,440.71786487593636,0.9905638694763184,781.4367538623596,760.4276392790263,0.9399451017379761,318.38446570692884,751.4129798689139,0.9978488087654114,865.6217813670412,1203.418846558989,0.9974809885025024,162.6979825023409,1083.5724631320224,0.9952576756477356,910.9031191479401,1085.0640069054307,0.9713010787963867,31.131605512640476,838.6423952481274,0.8816062211990356,647.599777621723,1554.7180770131088,0.8547514081001282,343.6686563670412,1472.348285346442,0.2668060064315796,841.3373419943821,1258.446716994382,0.15587857365608215,371.2070605102997,1956.1756788389514,0.1872062087059021,781.2725304307116,1620.111481741573,0.13542813062667847,780.5319522471912,1620.6326076779026
72,0.7706378873656777,0.9998165369033813,533.3091204353933,415.9002662687266,0.9999871253967285,578.5456899578652,370.25357707162925,0.9998105764389038,481.56864466292143,380.9106902504682,0.9993723630905151,652.7080407303372,418.71433900983146,0.9984827637672424,448.1217813670412,440.9748068820225,0.9840617179870605,777.9589477996255,761.877267673221,0.936455249786377,321.89818878745325,752.8753364934457,0.9966427087783813,855.4647998595506,1205.273291198502,0.9965001940727234,142.6085557116105,1071.92891210206,0.9956409931182861,893.6151100187267,1102.7222319756554,0.9727253913879395,24.38725275046818,806.808213366105,0.8859288692474365,646.1449555243446,1559.704763576779,0.8114506006240845,345.89792544475654,1478.1487008426966,0.11688482761383057,838.6695341760301,1266.2252750468165,0.1318434178829193,372.13636762640454,1958.6920646067417,0.1577536165714264,773.1976386938202,1618.1367041198503,0.11748713254928589,771.7464741338952,1618.1876170411986
73,0.7684888401452232,0.99981689453125,534.1253364934457,417.1195795294944,0.9999866485595703,578.884304775281,370.9660653675094,0.9997879266738892,481.86461259363296,382.0546582397004,0.9995182752609253,655.1103844803372,419.9409673455056,0.9976553916931152,450.26751228932585,440.6888606039326,0.9873995184898376,777.8638518258426,763.2596705290263,0.9408794641494751,323.8589214653558,751.0862154728464,0.995580792427063,853.2170236423221,1209.9679599719102,0.9962728023529053,136.81560159176036,1065.6403616573034,0.9886773824691772,886.6802727059926,1104.8389952013108,0.9607658386230469,24.00924625468167,792.1548016151686,0.8725650906562805,647.1155928136704,1557.6590297284645,0.8313301801681519,341.70836259363296,1471.1973314606741,0.08534753322601318,831.3085205992509,1268.8942532771537,0.10819655656814575,371.67690777153564,1959.7109082397005,0.1640845239162445,771.6255559456929,1620.0267731741574,0.13644546270370483,769.2029494382023,1620.319376170412
74,0.7690926141598645,0.9998290538787842,535.6116865636704,416.82390420177904,0.9999840259552002,581.020160346442,370.76497395833337,0.9998207092285156,483.34328183520597,380.90926381086143,0.9996670484542847,657.5463775749065,422.0763840121723,0.9976819157600403,448.84970447097385,437.4111584152622,0.9882680177688599,781.1838717228466,766.6613998127341,0.9479864835739136,330.47057876872657,751.1744352762173,0.9963996410369873,849.7843515917602,1209.3213805009364,0.9913027882575989,141.1144150866105,1050.3196687734082,0.9862178564071655,884.8340941011236,1103.826881437266,0.9634514451026917,25.87089624297755,770.41015625,0.8365429639816284,649.3110662453184,1538.995786516854,0.8403772115707397,341.51721968632967,1472.0703125,0.09280696511268616,685.72265625,1917.3880793539327,0.11078634858131409,374.56694756554305,1957.672196863296,0.1759890913963318,772.3141970973784,1623.4366221910113,0.1474628746509552,769.7954705056179,1623.4310627340824
75,0.7830018085591933,0.9998061656951904,537.5394282537453,417.3863968867041,0.9999849796295166,583.150237008427,371.3077890917603,0.9998412132263184,487.061095505618,381.2557423338015,0.999622642993927,659.7526041666667,421.94237183988764,0.99711674451828,452.3927610018727,440.29395628511236,0.9881750345230103,783.0805974953184,768.3540349953183,0.9532272815704346,332.64074204119856,751.7721500468165,0.9968152046203613,850.1104576310861,1207.7561007724719,0.9923254251480103,137.59809515449444,1048.8943995786517,0.9970643520355225,887.8287394662923,1101.4123215121724,0.9818558692932129,59.599609375,773.080085440075,0.8779089450836182,650.7808110955057,1555.482502340824,0.8525593280792236,345.6989554073034,1472.3231214887642,0.09965553879737854,682.7662687265918,1916.8287687265918,0.15149888396263123,390.84386704119856,1968.5571746254682,0.22758695483207703,774.5268609550562,1625.371020599251,0.19598618149757385,770.1677346676031,1626.6883192883895
76,0.7766418755054474,0.9997905492782593,540.9722466058053,416.761799215824,0.9999809265136719,586.5020043305244,371.13617743445695,0.9998675584793091,489.7579441713483,380.9015098314607,0.9996458292007446,663.8496313202247,421.2185451779026,0.9970217943191528,453.7487564372659,440.01075316011236,0.9837802648544312,785.4966935861423,768.9693059456929,0.9498270750045776,330.0793685627341,749.8594042602997,0.9947153329849243,850.6137347846443,1205.7383836610488,0.9935753345489502,140.48546494616107,1049.3286224250937,0.9965488910675049,892.7972846441949,1094.1676176264045,0.99009770154953,35.025529611423224,773.8535083099251,0.8687626123428345,655.4620932818352,1555.5442415730338,0.8246867060661316,344.84097027153564,1482.3983204588014,0.09048643708229065,682.7100889513108,1917.8809691011236,0.14054656028747559,372.0596324906368,1956.863442181648,0.20637398958206177,776.0428370786517,1618.653587312734,0.16720432043075562,771.7945341760301,1619.7297811329588
77,0.7795708424904767,0.9997926354408264,542.8724104634832,415.7096719920412,0.9999808073043823,589.7895452949439,370.74032215589887,0.9998849034309387,491.3130559456929,380.3465150983146,0.9996528625488281,665.406571863296,422.6186870903558,0.9969054460525513,453.2143170646068,438.4399139747191,0.9799973964691162,791.7836347144196,769.1790291432585,0.9541171193122864,329.17442064606746,747.5337956460675,0.9952026605606079,856.5616221910113,1201.4254154962548,0.9946908950805664,139.56753277153564,1065.514688670412,0.995563268661499,905.7941245318352,1085.5762816011236,0.9833090305328369,43.948933462078685,791.8112856975656,0.8539071083068848,653.8709913389514,1556.6652036516855,0.792791485786438,341.78838951310865,1513.3778089887642,0.30257028341293335,834.7123712546818,1258.2395540730338,0.14529410004615784,370.9188465589888,1952.8874063670412,0.14823904633522034,776.2202276451312,1609.6302961142324,0.11080527305603027,774.8865431882023,1609.9201193820224
