Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.8714907239465153,0.9997060298919678,507.1371722846442,372.50270657771534,0.9999097585678101,577.3168305243446,329.2219320575843,0.9995172023773193,486.88282713014985,333.77574906367045,0.9993623495101929,632.5042427434457,381.00406718164794,0.9991441369056702,427.56766444288394,384.61493445692884,0.993149995803833,727.1044007490636,702.79062792603,0.9386250972747803,281.3886938202247,684.4781425561798,0.9987891912460327,803.4040701076779,993.937192766854,0.9986218810081482,188.02445429541206,987.3125146301498,0.9981248378753662,706.5131232443821,1094.0289238061798,0.9944168925285339,353.12419534176036,1047.1174215823971,0.9197319149971008,636.4581138810861,1345.3103054775281,0.9433654546737671,338.5671231273409,1294.0725948033707,0.9575097560882568,598.4290145131087,1828.8186154026218,0.8644453287124634,332.5288213951311,1852.3297050561798,0.13958221673965454,622.9546319054307,1919.1571570692884,0.07134026288986206,617.973285346442,1921.2140098314608
1,0.8733588912907768,0.9996660947799683,506.3536546114233,372.6653206928839,0.9999033212661743,577.2199057818352,329.1309691011236,0.9994937181472778,488.10729751872657,334.1735794124532,0.9993257522583008,631.6149490870787,381.23430916432585,0.9993369579315186,426.54157888576776,382.34839507256555,0.9945821762084961,725.8345037453184,701.6524754213483,0.9486020803451538,285.0317474250936,682.3130998361423,0.9964901208877563,809.8709620786517,995.6034205290263,0.9991476535797119,185.39274637172286,991.1045763108615,0.9983103275299072,702.9356127106741,1079.1144370318352,0.9888186454772949,343.1080290262173,1034.7692825374531,0.9154278039932251,634.3744147940076,1345.4143258426966,0.9415274858474731,337.0623390683521,1288.759070692884,0.9571828842163086,596.6196307350187,1837.147413389513,0.8498824238777161,314.18627106741576,1855.4219335205994,0.16672280430793762,616.4432642790262,1914.3341818820224,0.0926809012889862,615.7816889044943,1915.43436914794
2,0.8733455556280473,0.9997075796127319,506.97594803370794,372.6526290379214,0.9998971223831177,577.0229108146068,328.48168305243445,0.9995498657226562,487.42370376872657,332.8127194522472,0.9993863105773926,631.045397354869,381.3044241573034,0.9994772672653198,423.37744323501875,380.66102674391385,0.9950308799743652,728.2734228698503,701.6619850187266,0.9515985250473022,284.74426498127343,681.9575871956929,0.9941344261169434,791.0538828417602,998.7391005383895,0.9991779327392578,178.611489056648,991.3003277153558,0.9987949132919312,687.6567620552435,1069.1012698970037,0.9911428689956665,347.30132256554305,1019.2346968632959,0.9265473484992981,639.2955582865168,1314.9637172284645,0.9259369969367981,331.50346734550567,1289.3994323501872,0.9625250697135925,593.2898817883895,1835.5048864700375,0.8472843170166016,313.4724660580524,1855.4530957397005,0.16636139154434204,615.1656864466293,1915.840941011236,0.0903216302394867,616.2022325608614,1918.2000526685395
3,0.8709533249630648,0.9997130632400513,506.029377340824,372.70167661516854,0.9999053478240967,576.054614349251,328.7620698735955,0.9995753765106201,486.7340385065544,332.879688963015,0.9994348287582397,630.4444639513108,381.61919183052436,0.9994969964027405,423.03999882958806,381.19480775983146,0.9945691823959351,731.5873712546818,701.4603084035581,0.9579052925109863,297.19210849719104,680.1883631788389,0.9963474273681641,794.9890273876406,1000.9693205758427,0.9959937334060669,172.28928926732215,994.8720593398876,0.9993863105773926,695.1674420646068,1036.134056062734,0.9906080961227417,369.2690777153558,990.6642819522473,0.9246190190315247,632.830860838015,1313.2275573501872,0.904671311378479,332.8938436329588,1296.7180184925094,0.9678776264190674,592.6433023174158,1837.1019136235955,0.8531472682952881,313.3327481273409,1855.1167485955057,0.13862928748130798,618.1416052200375,1921.356800093633,0.0843263566493988,618.3109492041199,1925.012581928839
4,0.871417745071299,0.9996684789657593,504.74075374531833,372.2447038857678,0.9999231100082397,574.3028002106741,329.095783590824,0.9995136260986328,485.99821512172286,333.13652124297755,0.9995428323745728,629.1584006320224,381.4066523291199,0.999455451965332,422.5317474250936,381.21269311797755,0.9956647157669067,730.1321102528091,701.8446424391386,0.9690213203430176,296.47040320692884,676.2585586376405,0.9930624961853027,785.4373683286517,1008.6989407771536,0.9842958450317383,164.15050035112358,998.18125292603,0.9982591867446899,688.2984404260301,1001.3380735018727,0.991165816783905,399.63322214419475,960.8183374297753,0.9131284952163696,624.715004681648,1314.8165379213483,0.8703452348709106,337.0113529962547,1303.572975187266,0.966865062713623,593.3375760767791,1836.9842872191011,0.8632749915122986,335.6323882256554,1854.7133953651687,0.16102516651153564,617.8948677434457,1917.6100187265918,0.10988983511924744,773.5851182116105,1330.368533473783
5,0.8710892165408415,0.9995977878570557,502.1401714653558,371.6602294007491,0.9999386668205261,572.303517088015,329.3093837780899,0.9995524883270264,483.24964887640454,333.09910463483146,0.999457061290741,627.7600509129213,383.13893521769666,0.9995375275611877,420.2686095505618,380.63044973080525,0.995943546295166,727.5150690543071,699.0305331226592,0.9731720685958862,293.8175181413858,676.8478610720974,0.9960126876831055,793.8210293773409,1019.6700901217229,0.9782615900039673,157.86600977294006,994.3703915028091,0.972565233707428,666.3055214185395,970.803048923221,0.9940859079360962,385.46736013576776,933.2901743913858,0.8997973203659058,626.9608789794008,1351.7535697565543,0.8895060420036316,329.8197565543071,1296.1382256554307,0.9695440530776978,593.2650105337079,1838.2522823033707,0.8755253553390503,331.4802054073034,1851.7965823970037,0.1647099256515503,618.1035668305244,1920.2157947097378,0.10130941867828369,616.7556179775281,1922.2136879681648
6,0.8708307725541732,0.9996198415756226,529.9202656835206,369.0099411867978,0.9999523162841797,569.47265625,328.4578359082397,0.9996883869171143,480.95651919475654,331.8265010533708,0.9995324611663818,626.3618474953184,383.36848226825845,0.9996201992034912,416.9880910580524,381.0094803370787,0.9927190542221069,728.9436300327716,700.2394955524345,0.9610899686813354,289.8997103230338,678.2568908005618,0.9936063289642334,800.9883397705994,1032.4204119850187,0.9768123626708984,153.41251901919475,1008.5204529494382,0.985748827457428,685.1552990402622,925.5513371956929,0.9936316013336182,381.26455699906364,890.7312880383895,0.8724416494369507,626.1020160346443,1326.7907303370787,0.863990306854248,335.18426673689146,1318.1108087546818,0.9739919900894165,592.6701486423221,1837.9839653558054,0.8717484474182129,328.6238881086142,1853.4080933988764,0.19030189514160156,615.0901217228466,1915.7717404026218,0.12962749600410461,756.1416637406367,1329.6778441011236
7,0.8753727288807139,0.9996700286865234,527.2204909878277,369.81796436095505,0.999966025352478,566.3729664091761,327.9002443235019,0.9997905492782593,477.15143668071164,331.9330085440075,0.9994772672653198,625.5982999765918,382.49363588483146,0.9996087551116943,413.9573823735956,381.7281132958802,0.9909789562225342,729.5788711376406,708.597188085206,0.9699825048446655,286.74040262172286,678.75,0.9972308874130249,800.1328417602997,1053.3337722378278,0.9929851293563843,146.9209752457865,1016.1148174157304,0.9952000379562378,677.2691362359551,906.6096822331461,0.993128776550293,360.13174449906364,850.6286575374533,0.8682370781898499,620.7669124531835,1324.0747893258426,0.8746013045310974,333.2372863998128,1324.313992275281,0.9775292873382568,591.359067766854,1838.5115285580525,0.8604604601860046,326.2196424391386,1857.7898232677903,0.19506093859672546,614.4627077481273,1916.6226299157304,0.1674284040927887,764.1050737359551,1364.0799098782772
8,0.8705880098483142,0.9997575879096985,524.171640917603,369.8359960205993,0.9999739527702332,563.1093457397004,327.77394955524346,0.9998214840888977,473.56478230337086,331.22450696395134,0.9994491338729858,623.446643843633,381.6015625,0.9995999336242676,411.17772705992513,382.3755705758427,0.9896885752677917,738.8686505149813,711.4657947097379,0.9532091617584229,292.29298338014985,684.0201457162922,0.9967179298400879,805.4494382022472,1061.3290759597378,0.9979107975959778,147.75701515683522,1030.4464390215355,0.9882329702377319,679.38750877809,841.7121664325844,0.9941105842590332,376.0978464419476,828.527036516854,0.8135809898376465,615.9249180711611,1328.86484667603,0.8982983827590942,329.13404143258424,1321.4561388108614,0.9788768887519836,590.25390625,1837.14141502809,0.8930363655090332,322.81271945224717,1856.9781425561798,0.1665111780166626,613.3490607443821,1917.2076896067417,0.1312202513217926,761.1869440543071,1367.1420002340824
9,0.8695109696949229,0.9998129606246948,519.8302171114233,368.8591043422285,0.9999828934669495,558.2600362827716,328.4268565660112,0.9998639822006226,470.74964887640454,331.9249619616105,0.9993845224380493,619.6858906835207,383.99019048455057,0.9995265007019043,407.75566186797755,383.5345710440075,0.9922516345977783,739.1158268960673,704.1092433286517,0.9720494747161865,281.0078710205993,683.4323062968165,0.9975082874298096,806.324686914794,1065.0855863764045,0.9976577758789062,154.67967286985015,1034.3996518024344,0.9953173398971558,675.52734375,845.9158473782771,0.9854516983032227,366.20179365636704,804.9215092462547,0.7834192514419556,615.9505208333333,1332.712283473783,0.89643394947052,329.50359901685397,1311.903528792135,0.9804997444152832,589.0438465589888,1835.757110252809,0.8888143301010132,323.1588687968165,1856.864612593633,0.13191378116607666,610.8531571863296,1920.6716701779028,0.161798357963562,759.603669241573,1366.1985018726593
